date;slp;holiday;weathercode;temperature_2m_max;temperature_2m_min;temperature_2m_mean;apparent_temperature_max;apparent_temperature_min;apparent_temperature_mean;sunrise;sunset;daylight_duration;sunshine_duration;rain_sum;snowfall_sum;precipitation_hours;windspeed_10m_max;windgusts_10m_max;shortwave_radiation_sum;et0_fao_evapotranspiration;day_of_week_sin;day_of_week_cos;day_of_year_sin;day_of_year_cos;winddirection_10m_dominant_sin;winddirection_10m_dominant_cos
2021-11-03;1297575,725;0;3;-0,5033422399980639;-0,7217504817475068;-0,5594918299297085;-0,3844691731814129;-0,6287774784960515;-0,4485723344725729;0,7711651266319961;-1,1077025300574588;-0,9425700337654759;-0,2901463906873335;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-1,2319625943650394;-1,3294718045185858;-0,6817204206100522;-0,898024123281487;0,9749279121818236;-0,22252093395631434;-0,848351197812304;0,5294338912181851;0,6427876096865395;-0,7660444431189779
2021-11-04;1428063,828;0;63;-0,7771562451339717;-0,22917046353121914;-0,5594918299297085;-0,8464878547998418;-0,26180277630481735;-0,5928236469791961;0,7819953284182989;-1,1182955211283958;-0,961671643578381;-1,5965311102120545;10,153012419400838;-0,16080926572537088;2,553601834988699;2,291295569823059;1,9665469073866737;-1,3510743952783189;-1,2012904825193154;0,43388373911755823;-0,900968867902419;-0,8391377545563939;0,5439189543287245;-0,7660444431189781;0,6427876096865393
2021-11-05;1358898,652;0;61;-0,610486850703419;-0,06497712412578999;-0,4388893041223924;-0,6054346296076182;-0,17617534579352948;-0,4707648440889765;0,8036557319909046;-1,13948150327027;-0,9807006475538932;-0,7935377100977813;1,029617126977311;-0,16080926572537088;1,3097887504709098;0,457925936874501;0,17861222875882068;-1,0037680876674258;-1,058940966958702;-0,433883739117558;-0,9009688679024191;-0,8296770135526191;0,5582437220268645;-0,9902680687415704;-0,13917310096006494
2021-11-06;1285938,984;0;51;-0,4200075427827874;0,03950954640493771;-0,3048864976698188;-0,40455694194743164;-0,1150128954283238;-0,393091060431564;0,8253161355635102;-1,1606674854121444;-0,9996713875858184;-0,5320569488897858;-0,41567321637691135;-0,16080926572537088;-0,5559308763057741;0,8883692420015535;0,6528036000470775;-0,8724231567891245;-0,7309181702320712;-0,9749279121818236;-0,2225209339563146;-0,8199717629247775;0,5724039727378144;-0,8191520442889916;-0,5735764363510464
2021-11-07;1348699,087;0;63;-0,5033422399980639;0,00965621196758692;-0,29148621702456146;-0,5652590920755808;-0,21287281601265284;-0,4707648440889765;0,8469765391361159;-1,1818534675540187;-1,018565936306899;-0,518853844077669;1,330719281842774;-0,16080926572537088;1,102486569717945;1,318812547128606;1,1269949713353342;-0,9709318549478505;-0,6504597483934637;-0,7818314824680299;0,6234898018587334;-0,8100248628547756;0,5863955333706952;-0,882947592858927;-0,46947156278589075
2021-11-08;1320014,39;0;61;-0,5509620669782216;-0,00527045525108841;-0,35848762025084824;-0,5150396701605342;-0,2006403259396117;-0,393091060431564;0,8686369427087216;-1,1924464586249557;-1,0373609881397006;-0,9126919014134383;0,7887354030849406;-0,16080926572537088;1,3097887504709098;0,6651764171208598;0,4895573902593169;-1,0227120680825654;-0,9537261076312922;0,0;1,0;-0,7998392447397199;0,6002142805483676;-0,9925461516413221;-0,12186934340514717
2021-11-09;1368303,145;0;3;-0,45572241301790595;-0,34858380128062216;-0,46568986541290713;-0,3442936356493757;-0,3351977167430642;-0,3487060411987569;0,8794671444950244;-1,21363244076683;-1,0560386157169646;-0,1159960233048027;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-0,9768850802156746;-1,2206409979934119;-0,8307463998758173;-0,9784825451200945;0,7818314824680298;0,6234898018587336;-0,7894179103280197;0,613856141822612;-0,34202014332566866;-0,9396926207859084
2021-11-10;1555789,01;0;3;-0,7771562451339717;-0,9157971555902868;-0,9078991267063997;-0,6255223983736368;-0,8367298097377507;-0,7925562335268282;0,9011275480676301;-1,2348184229087042;-1,0745755134612578;-0,271812772868117;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-1,1841355604620334;-1,4693971271938089;-0,7726515266027225;-0,9970498732366961;0,9749279121818236;-0,22252093395631434;-0,7787639308347607;0,6273170968742937;-0,30901699437494773;-0,9510565162951535
2021-11-11;1595853,801;0;3;-0,8485859856042087;-1,079990494995716;-0,8944988460611423;-0,6556540515226648;-1,0079846707603266;-0,7592674691022228;0,9227879516402357;-1,2454114139796413;-1,0929501685318697;-0,13422673852695383;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-1,2638472836337098;-1,446076240081272;-0,9153628457301076;-1,0836974044475043;0,43388373911755823;-0,900968867902419;-0,7678804460366002;0,640593178698175;-0,838670567945424;-0,544639035015027
2021-11-12;1491788,194;0;3;-0,7414413748988535;-0,7068238145288314;-0,6800943557370247;-0,6857857046716928;-0,6165449884230103;-0,5706311373627926;0,9444483552128414;-1,2665973961215156;-1,111141964456455;-0,8367451073883417;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-0,38701832874526915;-0,4355044652046592;-1,0340784563316492;-1,0713191857031032;-0,433883739117558;-0,9009688679024191;-0,7567706633464628;0,6536804747720056;0,4383711467890773;-0,898794046299167
2021-11-13;1401907,21;0;3;-0,6938215479186955;-0,7217504817475068;-0,8006968815443409;-0,5250835545435435;-0,6165449884230103;-0,6704974306366085;0,9661087587854471;-1,2771903871924528;-1,1291249065524898;-0,7214895212842337;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-1,3435590068053862;-1,3916608368186847;-0,89894472937032;-1,0094280919810974;-0,9749279121818236;-0,2225209339563146;-0,7454378568682999;0,6665751282095634;0,15643446504023098;-0,9876883405951377
2021-11-14;1478866,795;0;51;-1,027160336779801;-0,572483809560753;-0,8006968815443409;-0,8766195079488699;-0,3963601671082699;-0,6815936854448104;0,9877691623580528;-1,2983763693343269;-1,1468765856109027;-1,5299414364337527;-0,3554527854038187;-0,16080926572537088;-0,3486286955528092;-0,769634599969316;-0,971884868793015;-1,1250095623243195;-1,1455884981695101;-0,7818314824680299;0,6234898018587334;-0,7338853664321989;0,6792733388972934;0,7313537016191705;0,6819983600624985
2021-11-15;1619270,478;0;3;-0,955730596309564;-0,3933638029366484;-0,7470957589633115;-0,9167950454809072;-0,3596626968891465;-0,7037861950612139;0,9985993641443556;-1,3089693604052641;-1,1643727996858955;-1,5965311102120545;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-0,5783264643572924;-0,6920342234425684;-1,253828629147269;-1,1146429513085072;0,0;1,0;-0,7221165966101161;0,6917713646142221;0,9961946980917455;0,08715574274765814
2021-11-16;1631617,704;0;3;-0,955730596309564;-0,7366771489661822;-0,8676982847706277;-0,7661367797357673;-0,6410099685690925;-0,7259787046776175;1,0202597677169611;-1,3301553425471384;-1,1815875540949448;-1,5965311102120545;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-1,3754436960740566;-1,3294718045185858;-1,1843673676250903;-1,1641558262861118;0,7818314824680298;0,6234898018587336;-0,7101350157125358;0,7040655221348057;0,5877852522924732;-0,8090169943749473
2021-11-17;1673368,51;1;51;-0,8962058125843666;-0,3933638029366484;-0,6800943557370247;-0,8967072767148885;-0,3474302068161053;-0,6704974306366085;1,041920171289567;-1,3407483336180754;-1,1984948541555278;-1,5965311102120545;-0,38556300089036505;-0,16080926572537088;-0,1413265147998443;0,20284842272513626;0,12419682549623418;-1,2677208814517045;-1,089886513819705;0,9749279121818236;-0,22252093395631434;-0,6979441547663436;0,7161521883143933;-0,9063077870366497;-0,42261826174069994
2021-11-18;1516460,781;0;53;-0,5985818939583796;-0,27395046518724525;-0,4120887428318777;-0,665697935905674;-0,3596626968891465;-0,5151498633217837;1,0635805748621725;-1,3513413246890127;-1,215070497921846;-0,8323308198437716;0,12631066238092203;-0,16080926572537088;0,4805800274590503;1,1275044115165829;0,8238234388723507;-1,0315525922762974;-0,9227805607702891;0,43388373911755823;-0,900968867902419;-0,6855476064742156;0,7280278011569846;-0,961261695938319;-0,2756373558169989
2021-11-19;1270193,066;0;51;-0,33667284556751115;0,2783362219037438;-0,023480604119414425;-0,39451305756442234;0,05624196559425213;-0,13787719984292304;1,0744107766484754;-1,3725273068308868;-1,2312849052379249;-1,5717052739961617;-0,44578343186345765;-0,16080926572537088;-0,5559308763057741;0,9043115866358891;0,4895573902593169;-1,295505386060576;-0,984671654492295;-0,433883739117558;-0,9009688679024191;-0,6729490241558331;0,7396888608649665;-0,9975640502598242;-0,06975647374412558
2021-11-20;1203629,771;0;51;-0,43191249952782684;0,3081895563410947;-0,10388228799095849;-0,41460082633044093;0,1174044159594578;-0,14897345465112477;1,096071180221081;-1,383120297901824;-1,2471111850528782;-1,5965311102120545;-0,38556300089036505;-0,16080926572537088;-0,3486286955528092;0,26661780126247775;0,3729529546966308;-1,2399363768428333;-0,9784825451200945;-0,9749279121818236;-0,2225209339563146;-0,6601521206712321;0,7511319308705195;-0,9743700647852351;-0,22495105434386525
2021-11-21;1407767,529;0;51;-0,7176314614087744;-0,4829238062487007;-0,47909014605816447;-0,6456101671396554;-0,3963601671082699;-0,4485723344725729;1,1177315837936868;-1,393713288972761;-1,262521549947457;-1,5965311102120545;-0,3554527854038187;-0,16080926572537088;0,06597566595312059;0,42604124760583056;0,12419682549623418;-1,347285599195291;-1,0775082950753037;-0,7818314824680299;0,6234898018587334;-0,6471606673266065;0,7623536388483899;-0,9781476007338056;-0,2079116908177598
