datum;nkp;rlm;slp
2020-04-16 00:00:00,000;1969444,199;1118653,732;850790,467
2020-04-17 00:00:00,000;3334934,838;2606475,096;728459,742
2020-04-18 00:00:00,000;3105574,867;2394227,782;711347,085
2020-04-19 00:00:00,000;2934326,62;2115339,196;818987,424
2020-04-20 00:00:00,000;3273076,773;2446807,514;826269,259
2020-04-21 00:00:00,000;3129976,806;2344789;785187,806
2020-04-22 00:00:00,000;3240395,226;2525001,96;715393,266
2020-04-23 00:00:00,000;2144089,447;1518974,242;625115,205
2020-04-24 00:00:00,000;3011075,595;2487036,216;524039,379
2020-04-25 00:00:00,000;2730662,217;2105953,895;624708,322
2020-04-26 00:00:00,000;2600571,603;2047619,391;552952,212
2020-04-27 00:00:00,000;2547438,775;2071793,585;475645,19
2020-04-28 00:00:00,000;1225750,55;798113,474;427637,076
2020-04-29 00:00:00,000;1468321,719;897343,201;570978,518
2020-04-30 00:00:00,000;1417696,174;803132,042;614564,132
2020-05-01 00:00:00,000;1491439,13;904306,863;587132,267
2020-05-02 00:00:00,000;3085310,207;2338944,936;746365,271
2020-05-03 00:00:00,000;2787822,795;1977224,856;810597,939
2020-05-04 00:00:00,000;3138868,399;2160986,989;977881,41
2020-05-05 00:00:00,000;1957937,792;991609,869;966327,923
2020-05-06 00:00:00,000;1683836,495;912526,898;771309,597
2020-05-07 00:00:00,000;1776548,007;1020514,06;756033,947
2020-05-08 00:00:00,000;2971674,223;2422930,269;548743,954
2020-05-09 00:00:00,000;2333496,952;1893078,486;440418,466
2020-05-10 00:00:00,000;2475953,08;2038827,189;437125,891
2020-05-11 00:00:00,000;3349607,815;2410457,336;939150,479
2020-05-12 00:00:00,000;3135677,871;2168287,444;967390,427
2020-05-13 00:00:00,000;2045467,777;1171439,502;874028,275
2020-05-14 00:00:00,000;2936421,277;2052866,95;883554,327
2020-05-15 00:00:00,000;3010075,207;2225784,27;784290,937
2020-05-16 00:00:00,000;2704409,406;1986216,803;718192,603
2020-05-17 00:00:00,000;2444374,839;1811928,142;632446,697
2020-05-18 00:00:00,000;2519843,561;2027301,93;492541,631
2020-05-19 00:00:00,000;2334973,699;1865914,309;469059,39
2020-05-20 00:00:00,000;2198319,522;1760345,044;437974,478
2020-05-21 00:00:00,000;2668831,335;2261345,915;407485,42
2020-05-22 00:00:00,000;2376885,957;2010557,332;366328,625
2020-05-23 00:00:00,000;2359733,786;1949538,625;410195,161
2020-05-24 00:00:00,000;2402105,752;1888085,097;514020,655
2020-05-25 00:00:00,000;2652056,176;2025156,462;626899,714
2020-05-26 00:00:00,000;2431940,269;1955027,993;476912,276
2020-05-27 00:00:00,000;2526433,776;2117995,154;408438,622
2020-05-28 00:00:00,000;2313229,263;1883757,339;429471,924
2020-05-29 00:00:00,000;2367703,61;1966392,566;401311,044
2020-05-30 00:00:00,000;1851454,273;1414577,028;436877,245
2020-05-31 00:00:00,000;1045263,516;626264,317;418999,199
2020-06-01 00:00:00,000;1125739,379;775548,0292533;350191,3497467
2020-06-02 00:00:00,000;2025228,146;1728075,2164523;297152,9295477
2020-06-03 00:00:00,000;2169738,104;1890689,4253352;279048,6786648
2020-06-04 00:00:00,000;1901700,913;1614122,83297;287578,08003
2020-06-05 00:00:00,000;2397126,143;2017661,296121;379464,846879
2020-06-06 00:00:00,000;2442009,962;2044706,1084745;397303,8535255
2020-06-07 00:00:00,000;2163895,32;1752392,0336922;411503,2863078
2020-06-08 00:00:00,000;2202524,309;1850687,9210805;351836,3879195
2020-06-09 00:00:00,000;2157012,264;1829881,3381327;327130,9258673
2020-06-10 00:00:00,000;1788228,637;1474394,5886913;313834,0483087
2020-06-11 00:00:00,000;2011808,678;1669891,1220155;341917,5559845
2020-06-12 00:00:00,000;2046596,089;1769363,7835105;277232,3054895
2020-06-13 00:00:00,000;1920857,752;1679218,6440627;241639,1079373
2020-06-14 00:00:00,000;1774866,668;1511996,1938641;262870,4741359
2020-06-15 00:00:00,000;2076890,347;1828515,4985566;248374,8484434
2020-06-16 00:00:00,000;2166042,643;1926275,6450055;239766,9979945
2020-06-17 00:00:00,000;1351362,828;1135566,9570896;215795,8709104
2020-06-18 00:00:00,000;1772161,293;1542137,9064608;230023,3865392
2020-06-19 00:00:00,000;2017027,227;1767422,0244608;249605,2025392
2020-06-20 00:00:00,000;2087941,856;1830517,9254608;257423,9305392
2020-06-21 00:00:00,000;2047887,781;1778775,1974608;269112,5835392
2020-06-22 00:00:00,000;2211292,315;1961673,9734608;249618,3415392
2020-06-23 00:00:00,000;2145975,147;1902997,9084608;242977,2385392
2020-06-24 00:00:00,000;1202213,822;976927,6704608;225286,1515392
2020-06-25 00:00:00,000;2030477,267;1806289,4804608;224187,7865392
2020-06-26 00:00:00,000;1999160,904;1780615,966912;218544,937088
2020-06-27 00:00:00,000;2029467,521;1818592,7973295;210874,7236705
2020-06-28 00:00:00,000;1925795,877;1702381,986;223413,891
2020-06-29 00:00:00,000;1992796,282;1760024,842;232771,44
2020-06-30 00:00:00,000;1964051,831;1733274,0516034;230777,7793966
2020-07-01 00:00:00,000;2322486,132;2112482,872;210003,26
2020-07-02 00:00:00,000;1822806,512;1560844,744;261961,768
2020-07-03 00:00:00,000;2041524,809;1856556,383;184968,426
2020-07-04 00:00:00,000;2290069,85;2121302,647;168767,203
2020-07-05 00:00:00,000;2046609,212;1866670,805;179938,407
2020-07-06 00:00:00,000;2128914,945;1923320,726;205594,219
2020-07-07 00:00:00,000;2207925,656;1948100,57;259825,086
2020-07-08 00:00:00,000;2138841,41;1833848,537;304992,873
2020-07-09 00:00:00,000;1897754,21;1582518,799;315235,411
2020-07-10 00:00:00,000;2700398,082;2466369,177;234028,905
2020-07-11 00:00:00,000;2429445,436;2187303,377;242142,059
2020-07-12 00:00:00,000;2081373,26;1839000,694;242372,566
2020-07-13 00:00:00,000;2200357,452;1994137,878;206219,574
2020-07-14 00:00:00,000;2040560,951;1819159,179;221401,772
2020-07-15 00:00:00,000;2458210,291;2168376,624;289833,667
2020-07-16 00:00:00,000;2127581,643;1810153,301;317428,342
2020-07-17 00:00:00,000;2562850,846;2370248,797;192602,049
2020-07-18 00:00:00,000;2036444,114;1853833,104;182611,01
2020-07-19 00:00:00,000;528263,658;363077,223;165186,435
2020-07-20 00:00:00,000;757993,592;578588,773;179404,819
2020-07-21 00:00:00,000;789688,99;549100,949;240588,041
2020-07-22 00:00:00,000;810392,819;548691,423;261701,396
2020-07-23 00:00:00,000;791216,859;502877,849;288339,01
2020-07-24 00:00:00,000;639375,069;459951,293;179423,776
2020-07-25 00:00:00,000;506713,811;343016,651;163697,16
2020-07-26 00:00:00,000;545713,984;358569,14;187144,844
2020-07-27 00:00:00,000;549034,459;371936,261;177098,198
2020-07-28 00:00:00,000;606944,392;398380,095;208564,297
2020-07-29 00:00:00,000;532102,861;280728,251;251374,61
2020-07-30 00:00:00,000;637462,524;351573,047;285889,477
2020-07-31 00:00:00,000;660357,634;484506,367;175851,267
2020-08-01 00:00:00,000;468140,636;263409,405;204731,231
2020-08-02 00:00:00,000;591488,93;360166,372;231322,558
2020-08-03 00:00:00,000;643768,932;395675,614;248093,318
2020-08-04 00:00:00,000;696047,538;437318,017;258729,521
2020-08-05 00:00:00,000;757230,713;506674,014;250556,699
2020-08-06 00:00:00,000;784107,36;574025,67;210081,69
2020-08-07 00:00:00,000;774108,436;575015,662;199092,774
2020-08-08 00:00:00,000;628713,853;442192,754;186521,099
2020-08-09 00:00:00,000;597361,461;413300,303;184061,158
2020-08-10 00:00:00,000;795686,127;604368,165;191317,962
2020-08-11 00:00:00,000;802501,214;622417,539;180083,675
2020-08-12 00:00:00,000;1159824,937;975133,175;184691,762
2020-08-13 00:00:00,000;1809189,914;1614965,008;194224,906
2020-08-14 00:00:00,000;2343465,287;2146022,524;197442,763
2020-08-15 00:00:00,000;2127112,739;1933047,932;194064,807
2020-08-16 00:00:00,000;1869094,655;1671902,728;197191,927
2020-08-17 00:00:00,000;2118583,237;1914227,705;204355,532
2020-08-18 00:00:00,000;871540,229;667567,247;203972,982
2020-08-19 00:00:00,000;956724,299;755434,325;201289,974
2020-08-20 00:00:00,000;1880629,661;1676777,105;203852,556
2020-08-21 00:00:00,000;2454476,425;2250866,518;203609,907
2020-08-22 00:00:00,000;2257763,24;2061897,441;195865,799
2020-08-23 00:00:00,000;2271149,163;2050938,338;220210,825
2020-08-24 00:00:00,000;2315086,75;2090956,123;224130,627
2020-08-25 00:00:00,000;2244396,276;2016491,46;227904,816
2020-08-26 00:00:00,000;2383470,974;2126943,847;256527,127
2020-08-27 00:00:00,000;2178898,192;1917714,048;261184,144
2020-08-28 00:00:00,000;2274215,555;2016801,971;257413,584
2020-08-29 00:00:00,000;2215264,929;1966365,235;248899,694
2020-08-30 00:00:00,000;2079506,794;1823144,823;256361,971
2020-08-31 00:00:00,000;2116384,116;1853464,595;262919,521
2020-09-01 00:00:00,000;2291823,411;2000465,063;291358,348
2020-09-02 00:00:00,000;2568666,885;2238657,756;330009,129
2020-09-03 00:00:00,000;2202424,67;1901742,091;300682,579
2020-09-04 00:00:00,000;2412948,884;2142907,705;270041,179
2020-09-05 00:00:00,000;2414200,272;2094040,962;320159,31
2020-09-06 00:00:00,000;2479955,791;2131537,053;348418,738
2020-09-07 00:00:00,000;2387506,475;2035578,954;351927,521
2020-09-08 00:00:00,000;2375030,862;2020909,434;354121,428
2020-09-09 00:00:00,000;2323907,22;1985591,036;338316,184
2020-09-10 00:00:00,000;2365384,792;1948635,974;416748,818
2020-09-11 00:00:00,000;2384649,812;2062423,746;322226,066
2020-09-12 00:00:00,000;2283674,339;1987762,027;295912,312
2020-09-13 00:00:00,000;2551609,101;2244794,257;306814,844
2020-09-14 00:00:00,000;2200957,982;1930265,983;270691,999
2020-09-15 00:00:00,000;2319328,935;2039536,581;279792,354
2020-09-16 00:00:00,000;2307571,265;2005974,077;301597,188
2020-09-17 00:00:00,000;2136436,827;1729139,736;407297,091
2020-09-18 00:00:00,000;2526443,219;2139059,342;387383,877
2020-09-19 00:00:00,000;2651683,367;2267850,212;383833,155
2020-09-20 00:00:00,000;2481913,323;2089454,209;392459,114
2020-09-21 00:00:00,000;2256314,662;1895373,637;360941,025
2020-09-22 00:00:00,000;2368521,532;2005512,507;363009,025
2020-09-23 00:00:00,000;2483152,238;2127632,33;355519,908
2020-09-24 00:00:00,000;2415458,399;2002415,931;413042,468
2020-09-25 00:00:00,000;2874329,42;2446900,775;427428,645
2020-09-26 00:00:00,000;2939015,098;2298553,725;640461,373
2020-09-27 00:00:00,000;2838251,305;2106505,575;731745,73
2020-09-28 00:00:00,000;3004402,42;2382054,71;622347,71
2020-09-29 00:00:00,000;2934983,013;2279625,77;655357,243
2020-09-30 00:00:00,000;3078620,113;2407346,942;671273,171
2020-10-01 00:00:00,000;2817926,313;2156857,064;661069,249
2020-10-02 00:00:00,000;2944142,794;2310517,058;633625,736
2020-10-03 00:00:00,000;2418933,203;1924654,181;494279,022
2020-10-04 00:00:00,000;2691622,162;2047935,323;643686,839
2020-10-05 00:00:00,000;3175780,489;2356411,223;819369,266
2020-10-06 00:00:00,000;3166493,316;2374040,812;792452,504
2020-10-07 00:00:00,000;3322614,58;2523384,936;799229,644
2020-10-08 00:00:00,000;3209687,424;2390629,793;819057,631
2020-10-09 00:00:00,000;3380708,073;2597247,753;783460,32
2020-10-10 00:00:00,000;3279706,252;2385229,566;894476,686
2020-10-11 00:00:00,000;3180871,23;2177664,453;1003206,777
2020-10-12 00:00:00,000;3769327,464;2670927,786;1098399,678
2020-10-13 00:00:00,000;3762592,917;2649551,747;1113041,17
2020-10-14 00:00:00,000;4129812,918;2935154,229;1194658,689
2020-10-15 00:00:00,000;3885230,87;2684882,691;1200348,179
2020-10-16 00:00:00,000;4044659,934;2864823,11;1179836,824
2020-10-17 00:00:00,000;3601620,397;2495765,934;1105854,463
2020-10-18 00:00:00,000;3914099,698;2661781,298;1252318,4
2020-10-19 00:00:00,000;3561124,782;2315847,121;1245277,661
2020-10-20 00:00:00,000;3627575,502;2380283,425;1247292,077
2020-10-21 00:00:00,000;3558768;2518101,907;1040666,093
2020-10-22 00:00:00,000;2773461,792;1991836,744;781625,048
2020-10-23 00:00:00,000;3351876,717;2523235,016;828641,701
2020-10-24 00:00:00,000;3206209,129;2382606,688;823602,441
2020-10-25 00:00:00,000;3303532,516;2466777,25;836755,266
2020-10-26 00:00:00,000;3502313,78;2515062,816;987250,964
2020-10-27 00:00:00,000;3453835,021;2398831,301;1055003,72
2020-10-28 00:00:00,000;3657524,457;2630023,691;1027500,766
2020-10-29 00:00:00,000;3680693,275;2543753,424;1136939,851
2020-10-30 00:00:00,000;3589118,852;2552152,192;1036966,66
2020-10-31 00:00:00,000;3559729,597;2649181,85;910547,747
2020-11-01 00:00:00,000;3209491,464;2328992,371;880499,093
2020-11-02 00:00:00,000;3110787,072;2429734,108;681052,964
2020-11-03 00:00:00,000;3538274,078;2638462,694;899811,384
2020-11-04 00:00:00,000;4188179,936;3046006,363;1142173,573
2020-11-05 00:00:00,000;4115808,963;2877462,82;1238346,143
2020-11-06 00:00:00,000;4036060,768;2823041,469;1213019,299
2020-11-07 00:00:00,000;4096495,202;2820321,156;1276174,046
2020-11-08 00:00:00,000;4255105,007;2857442,051;1397662,956
2020-11-09 00:00:00,000;4719347,422;3178986,296;1540361,126
2020-11-10 00:00:00,000;4672082,774;3085298,539;1586784,235
2020-11-11 00:00:00,000;4575014,801;3012270,757;1562744,044
2020-11-12 00:00:00,000;3816770,84;2435267,401;1381503,439
2020-11-13 00:00:00,000;4069571,397;2756782,923;1312788,474
2020-11-14 00:00:00,000;3740502,625;2619909,747;1120592,878
2020-11-15 00:00:00,000;4041101,662;2871948,093;1169153,569
2020-11-16 00:00:00,000;4122879,571;2912659,967;1210219,604
2020-11-17 00:00:00,000;4090281,839;2843102,509;1247179,33
2020-11-18 00:00:00,000;4212174,15;3013938,485;1198235,665
2020-11-19 00:00:00,000;4176989,876;2813510,729;1363479,147
2020-11-20 00:00:00,000;5252463,777;3545674,393;1706789,384
2020-11-21 00:00:00,000;4867233,565;3136413,239;1730820,326
2020-11-22 00:00:00,000;4605446,017;3045232,252;1560213,765
2020-11-23 00:00:00,000;5191568,827;3479481,23;1712087,597
2020-11-24 00:00:00,000;5258750,875;3409544,986;1849205,889
2020-11-25 00:00:00,000;5288862,344;3244614,683;2044247,661
2020-11-26 00:00:00,000;5093990,78;3297881,206;1796109,574
2020-11-27 00:00:00,000;4532179,779;2874372,314;1657807,465
2020-11-28 00:00:00,000;5141769,521;3314335,603;1827433,918
2020-11-29 00:00:00,000;5442963,665;3511570,096;1931393,569
2020-11-30 00:00:00,000;5662715,515;3634813,65;2027901,865
2020-12-01 00:00:00,000;5638843,465;3599838,684;2039004,781
2020-12-02 00:00:00,000;5990814,614;3714141,062;2276673,552
2020-12-03 00:00:00,000;6290440,431;3912280,216;2378160,215
2020-12-04 00:00:00,000;6338115,062;4052265,285;2285849,777
2020-12-05 00:00:00,000;5731363,672;3692764,514;2038599,158
2020-12-06 00:00:00,000;5330027,463;3539515,289;1790512,174
2020-12-07 00:00:00,000;5538627,803;3751714,395;1786913,408
2020-12-08 00:00:00,000;5539515,151;3675841,835;1863673,316
2020-12-09 00:00:00,000;5835964,47;3785676,565;2050287,905
2020-12-10 00:00:00,000;5863698,896;3623142,323;2240556,573
2020-12-11 00:00:00,000;6155823,032;3916341,982;2239481,05
2020-12-12 00:00:00,000;5625693,017;3482080,083;2143612,934
2020-12-13 00:00:00,000;5284997,134;3266429,211;2018567,923
2020-12-14 00:00:00,000;5002566,894;3147853,351;1854713,543
2020-12-15 00:00:00,000;4441995,585;2691930,485;1750065,1
2020-12-16 00:00:00,000;3704792,334;2035180,19;1669612,144
2020-12-17 00:00:00,000;4898433,919;3209038,775;1689395,144
2020-12-18 00:00:00,000;5117110,655;3415776,773;1701333,882
2020-12-19 00:00:00,000;4984863,976;3212452,494;1772411,482
2020-12-20 00:00:00,000;4921628,717;3153226,417;1768402,3
2020-12-21 00:00:00,000;4756219,195;3003987,655;1752231,54
2020-12-22 00:00:00,000;3612545,016;2139723,033;1472821,983
2020-12-23 00:00:00,000;3217525,679;1710457,352;1507068,327
2020-12-24 00:00:00,000;3516426,472;1873322,436;1643104,036
2020-12-25 00:00:00,000;3905740,969;2019754,462;1885986,507
2020-12-26 00:00:00,000;4030885,974;1977973,989;2052911,985
2020-12-27 00:00:00,000;3754305,353;1589596,209;2164709,144
2020-12-28 00:00:00,000;4151145,124;2078742,514;2072402,61
2020-12-29 00:00:00,000;4183024,564;2101048,834;2081975,73
2020-12-30 00:00:00,000;4245210,884;2212679,198;2032531,686
2020-12-31 00:00:00,000;4320919,648;2279264,711;2041654,937
2021-01-01 00:00:00,000;4237972,295;2282066,453;1955905,842
2021-01-02 00:00:00,000;4328718,875;2332213,446;1996505,429
2021-01-03 00:00:00,000;4812018,014;2597420,077;2214597,937
2021-01-04 00:00:00,000;6246445,989;3920857,855;2325588,134
2021-01-05 00:00:00,000;6126125,118;3881022,069;2245103,049
2021-01-06 00:00:00,000;6106584,888;3861328,64;2245256,248
2021-01-07 00:00:00,000;5807685,736;3527352,843;2280332,893
2021-01-08 00:00:00,000;6095162,742;3817819,201;2277343,541
2021-01-09 00:00:00,000;5710959,681;3486385,91;2224573,771
2021-01-10 00:00:00,000;6050274,518;3728817,061;2321457,457
2021-01-11 00:00:00,000;6717573,677;4340655,229;2376918,448
2021-01-12 00:00:00,000;6104761,985;3758569,251;2346192,734
2021-01-13 00:00:00,000;6314883,759;3936573,229;2378310,53
2021-01-14 00:00:00,000;5852369,223;3514197,905;2338171,318
2021-01-15 00:00:00,000;6480480,621;4001736,183;2478744,438
2021-01-16 00:00:00,000;6606777,821;4018509,19;2588268,631
2021-01-17 00:00:00,000;6690529,074;4052349,831;2638179,243
2021-01-18 00:00:00,000;6591645,033;4076363,582;2515281,451
2021-01-19 00:00:00,000;6323485,621;4024927,883;2298557,738
2021-01-20 00:00:00,000;4674319,205;2683075,015;1991244,19
2021-01-21 00:00:00,000;4329883,982;2635607,946;1694276,036
2021-01-22 00:00:00,000;5157468,833;3325715,25;1831753,583
2021-01-23 00:00:00,000;5504485,104;3453899,895;2050585,209
2021-01-24 00:00:00,000;5664350,181;3510389,328;2153960,853
2021-01-25 00:00:00,000;6099943,374;3862257,034;2237686,34
2021-01-26 00:00:00,000;6082933,564;3825647,946;2257285,618
2021-01-27 00:00:00,000;5905143,611;3755564,42;2149579,191
2021-01-28 00:00:00,000;5751542,43;3551224,346;2200318,084
2021-01-29 00:00:00,000;6303077,681;3905140,288;2397937,393
2021-01-30 00:00:00,000;6261495,458;3831167,347;2430328,111
2021-01-31 00:00:00,000;6662906,365;4033130,259;2629776,106
2021-02-01 00:00:00,000;6716500,517;4053662,842;2662837,675
2021-02-02 00:00:00,000;6122641,438;3739775,04;2382866,398
2021-02-03 00:00:00,000;5802109,449;3711107,753;2091001,696
2021-02-04 00:00:00,000;5886651,565;3613050,605;2273600,96
2021-02-05 00:00:00,000;6305379,108;3884606,946;2420772,162
2021-02-06 00:00:00,000;6490562,838;3870579,929;2619982,909
2021-02-07 00:00:00,000;7146905,491;4078135,203;3068770,288
2021-02-08 00:00:00,000;7692154,213;4352425,846;3339728,367
2021-02-09 00:00:00,000;7666435,131;4325024,369;3341410,762
2021-02-10 00:00:00,000;7605964,431;4392658,779;3213305,652
2021-02-11 00:00:00,000;7234973,064;4203911,256;3031061,808
2021-02-12 00:00:00,000;7128399,622;4162167,17;2966232,452
2021-02-13 00:00:00,000;7311679,669;4212069,937;3099609,732
2021-02-14 00:00:00,000;7558531,476;4471426,09;3087105,386
2021-02-15 00:00:00,000;7085483,973;4146010,731;2939473,242
2021-02-16 00:00:00,000;6304175,502;3868509,567;2435665,935
2021-02-17 00:00:00,000;5738077,284;3619795,215;2118282,069
2021-02-18 00:00:00,000;4970195,337;3182173,739;1788021,598
2021-02-19 00:00:00,000;5196510,64;3449968,141;1746542,499
2021-02-20 00:00:00,000;4503690,017;2973243,669;1530446,348
2021-02-21 00:00:00,000;4421234,957;3041096,466;1380138,491
2021-02-22 00:00:00,000;4546467,115;3076314,65;1470152,465
2021-02-23 00:00:00,000;3666213,957;2436691,179;1229522,778
2021-02-24 00:00:00,000;3174449,571;2118406,063;1056043,508
2021-02-25 00:00:00,000;3240334,574;2205265,089;1035069,485
2021-02-26 00:00:00,000;4265174,176;2903462,926;1361711,25
2021-02-27 00:00:00,000;4561528,718;2924300,473;1637228,245
2021-02-28 00:00:00,000;5014672,571;3144191,906;1870480,665
2021-03-01 00:00:00,000;4993828,575;3127891,274;1865937,301
2021-03-02 00:00:00,000;5183307,917;3229694,811;1953613,106
2021-03-03 00:00:00,000;4806487,798;3184270,222;1622217,576
2021-03-04 00:00:00,000;5306526,018;3366816,952;1939709,066
2021-03-05 00:00:00,000;5361469,396;3385274,754;1976194,642
2021-03-06 00:00:00,000;5375856,909;3350497,474;2025359,435
2021-03-07 00:00:00,000;5498871,855;3433532,663;2065339,192
2021-03-08 00:00:00,000;5637370,532;3615607,591;2021762,941
2021-03-09 00:00:00,000;5425698,743;3368921,614;2056777,129
2021-03-10 00:00:00,000;5147924,784;3255454,427;1892470,357
2021-03-11 00:00:00,000;4705145,027;2986973,188;1718171,839
2021-03-12 00:00:00,000;4745925,79;3140725,042;1605200,748
2021-03-13 00:00:00,000;4736368,298;3047343,605;1689024,693
2021-03-14 00:00:00,000;4735121,9;2996469,112;1738652,788
2021-03-15 00:00:00,000;4953027,989;3154840,87;1798187,119
2021-03-16 00:00:00,000;4966079,667;3197518,402;1768561,265
2021-03-17 00:00:00,000;5484661,523;3543140,169;1941521,354
2021-03-18 00:00:00,000;4988788,06;3028738,592;1960049,468
2021-03-19 00:00:00,000;5702873,426;3549907,747;2152965,679
2021-03-20 00:00:00,000;5119291,229;3124531,141;1994760,088
2021-03-21 00:00:00,000;4825994,61;2998546,988;1827447,622
2021-03-22 00:00:00,000;4879985,808;3188627,014;1691358,794
2021-03-23 00:00:00,000;4928960,308;3231053,823;1697906,485
2021-03-24 00:00:00,000;4702000,192;3238453,61;1463546,582
2021-03-25 00:00:00,000;3928774,29;2673676,651;1255097,639
2021-03-26 00:00:00,000;4124484,52;2999933,408;1124551,112
2021-03-27 00:00:00,000;4325677,826;2923254,058;1402423,768
2021-03-28 00:00:00,000;4068907,617;2753238,844;1315668,773
2021-03-29 00:00:00,000;3562087,116;2583336,934;978750,182
2021-03-30 00:00:00,000;3324478,94;2550221,049;774257,891
2021-03-31 00:00:00,000;3207557,819;2514457,023;693100,796
2021-04-01 00:00:00,000;3261058,115;2373702,997;887355,118
2021-04-02 00:00:00,000;3852998,411;2700082,123;1152916,288
2021-04-03 00:00:00,000;3857160,426;2565972,24;1291188,186
2021-04-04 00:00:00,000;2611830,881;1291422,225;1320408,656
2021-04-05 00:00:00,000;3793835,231;2112585,421;1681249,81
2021-04-06 00:00:00,000;5097743,303;3276391,795;1821351,508
2021-04-07 00:00:00,000;4992036,658;3120377,352;1871659,306
2021-04-08 00:00:00,000;4792756,53;2977626,141;1815130,389
2021-04-09 00:00:00,000;4431187,389;2995327,777;1435859,612
2021-04-10 00:00:00,000;4171847,009;2793065,439;1378781,57
2021-04-11 00:00:00,000;3940818,893;2782141,826;1158677,067
2021-04-12 00:00:00,000;4374772,388;2854133,081;1520639,307
2021-04-13 00:00:00,000;4541059,905;2989593,872;1551466,033
2021-04-14 00:00:00,000;4594801,824;3016950,043;1577851,781
2021-04-15 00:00:00,000;4501258,621;2878401,368;1622857,253
2021-04-16 00:00:00,000;4705510,897;3333093,136;1372417,761
2021-04-17 00:00:00,000;4274943,038;3008454,811;1266488,227
2021-04-18 00:00:00,000;4170375,182;2802814,19;1367560,992
2021-04-19 00:00:00,000;4184328,552;2885966,354;1298362,198
2021-04-20 00:00:00,000;3740239,816;2725211,46;1015028,356
2021-04-21 00:00:00,000;3864072,177;2876751,415;987320,762
2021-04-22 00:00:00,000;3700939,035;2449214,282;1251724,753
2021-04-23 00:00:00,000;2814174,688;1663666,716;1150507,972
2021-04-24 00:00:00,000;3948354,655;2795667,549;1152687,106
2021-04-25 00:00:00,000;4060371,017;2754979,731;1305391,286
2021-04-26 00:00:00,000;4151845,594;2811939,758;1339905,836
2021-04-27 00:00:00,000;3079247,606;1891773,009;1187474,597
2021-04-28 00:00:00,000;2342155,973;1408429,938;933726,035
2021-04-29 00:00:00,000;3586432,159;2622577,091;963855,068
2021-04-30 00:00:00,000;3987534,483;2893846,133;1093688,35
2021-05-01 00:00:00,000;2179994,215;1222125,246;957868,969
2021-05-02 00:00:00,000;2674206,814;1536998,677;1137208,137
2021-05-03 00:00:00,000;3923094,427;2741573,443;1181520,984
2021-05-04 00:00:00,000;3686598,634;2582602,036;1103996,598
2021-05-05 00:00:00,000;4090606,425;2894893,474;1195712,951
2021-05-06 00:00:00,000;3670065,396;2495878,763;1174186,633
2021-05-07 00:00:00,000;4453799,504;3103974,097;1349825,407
2021-05-08 00:00:00,000;3604834,477;2636468,761;968365,716
2021-05-09 00:00:00,000;2707209,489;2182278,143;524931,346
2021-05-10 00:00:00,000;2434164,659;2090274,747;343889,912
2021-05-11 00:00:00,000;1891919,797;1529615,481;362304,316
2021-05-12 00:00:00,000;2817117,869;2262174,579;554943,29
2021-05-13 00:00:00,000;3245042,489;2495055,5;749986,989
2021-05-14 00:00:00,000;3191286,01;2396758,059;794527,951
2021-05-15 00:00:00,000;2978201,676;2338376,948;639824,728
2021-05-16 00:00:00,000;2819722,517;2170202,629;649519,888
2021-05-17 00:00:00,000;2761448,183;2177663,815;583784,368
2021-05-18 00:00:00,000;2765794,79;2090915,099;674879,691
2021-05-19 00:00:00,000;1798959,24;1205264,686;593694,554
2021-05-20 00:00:00,000;2809862,139;2210241,052;599621,087
2021-05-21 00:00:00,000;2807551,9;2322223,22;485328,68
2021-05-22 00:00:00,000;2911585,933;2293177,045;618408,888
2021-05-23 00:00:00,000;1465567,905;804841,603;660726,302
2021-05-24 00:00:00,000;1909441,043;1433343,889;476097,154
2021-05-25 00:00:00,000;2984761,261;2347804,192;636957,069
2021-05-26 00:00:00,000;3274118,116;2616158,753;657959,363
2021-05-27 00:00:00,000;2956698,434;2267343,084;689355,35
2021-05-28 00:00:00,000;3376478,603;2739284,291;637194,312
2021-05-29 00:00:00,000;3182035,365;2522814,879;659220,486
2021-05-30 00:00:00,000;2697127,549;2184330,714;512796,835
2021-05-31 00:00:00,000;2953398,445;2513435,317;439963,128
2021-06-01 00:00:00,000;2618961,534;2259125,685;359835,849
2021-06-02 00:00:00,000;2545555,696;2222019,399;323536,297
2021-06-03 00:00:00,000;1997063,762;1732728,841;264334,921
2021-06-04 00:00:00,000;2251065,928;1992335,494;258730,434
2021-06-05 00:00:00,000;2170187,197;1930369,641;239817,556
2021-06-06 00:00:00,000;2275286,754;2024283,569;251003,185
2021-06-07 00:00:00,000;2148220,372;1939039,289;209181,083
2021-06-08 00:00:00,000;2205906,719;1971300,618;234606,101
2021-06-09 00:00:00,000;2321354,203;2092144,535;229209,668
2021-06-10 00:00:00,000;1748377,861;1531241,795;217136,066
2021-06-11 00:00:00,000;2352298,718;2143106,73;209191,988
2021-06-12 00:00:00,000;2185106,648;1950367,233;234739,415
2021-06-13 00:00:00,000;2421739,871;2120295,775;301444,096
2021-06-14 00:00:00,000;2405057,526;2154648,692;250408,834
2021-06-15 00:00:00,000;2263792,376;2024138,291;239654,085
2021-06-16 00:00:00,000;2497193,584;2270122,69;227070,894
2021-06-17 00:00:00,000;2044123,355;1833606,754;210516,601
2021-06-18 00:00:00,000;2195203,83;1996553,306;198650,524
